incident_id,unit_id,incident_date,incident_category,severity,status,resolution_days
I-00466,U-017,2026-06-20,Training,Low,Investigating,7
I-00467,U-056,2026-07-24,Safety,Low,Resolved,12
I-00468,U-027,2026-02-25,Training,Low,Investigating,6
I-00469,U-040,2025-09-12,Logistics,Medium,Open,7
I-00470,U-050,2025-09-04,Equipment,Critical,Investigating,13
I-00471,U-037,2025-12-24,Training,High,Investigating,11
I-00472,U-045,2026-07-31,Equipment,Low,Investigating,9
I-00473,U-034,2026-07-25,Training,Low,Investigating,6
I-00474,U-010,2026-01-13,Logistics,Low,Investigating,5
I-00475,U-043,2025-02-28,Logistics,Critical,Open,13
I-00476,U-039,2025-05-12,Training,Medium,Open,4
I-00477,U-003,2026-02-19,Logistics,Medium,Investigating,4
I-00478,U-022,2025-02-04,Logistics,Low,Open,4
I-00479,U-050,2025-02-08,Safety,High,Open,15
I-00480,U-024,2026-06-16,Equipment,Medium,Open,15
I-00481,U-009,2025-11-16,Training,Medium,Open,15
I-00482,U-033,2025-12-09,Logistics,Critical,Open,8
I-00483,U-004,2025-12-26,Equipment,Critical,Investigating,12
I-00484,U-029,2026-04-12,Safety,Medium,Investigating,20
I-00485,U-053,2025-07-14,Logistics,Critical,Investigating,4
I-00486,U-036,2025-02-10,Equipment,Critical,Investigating,3
I-00487,U-046,2026-08-12,Training,Critical,Resolved,11
I-00488,U-053,2025-02-03,Safety,Medium,Open,10
I-00489,U-031,2026-06-23,Equipment,Medium,Open,20
I-00490,U-040,2025-10-06,Logistics,Low,Resolved,7
I-00491,U-020,2025-02-19,Logistics,Medium,Investigating,4
I-00492,U-040,2026-01-13,Equipment,Critical,Investigating,9
I-00493,U-005,2025-10-05,Logistics,Critical,Investigating,20
I-00494,U-019,2025-12-13,Training,Low,Resolved,17
I-00495,U-015,2026-01-24,Safety,Low,Resolved,6
I-00496,U-011,2025-01-21,Logistics,Critical,Investigating,9
I-00497,U-047,2026-06-24,Safety,Critical,Investigating,11
I-00498,U-009,2025-12-10,Equipment,Low,Resolved,5
I-00499,U-049,2025-12-26,Training,Medium,Investigating,0
I-00500,U-058,2025-01-29,Equipment,Low,Resolved,18
I-00501,U-045,2026-04-23,Equipment,Critical,Investigating,1
I-00502,U-043,2025-06-28,Logistics,Critical,Open,6
I-00503,U-056,2025-09-13,Equipment,Low,Resolved,10
I-00504,U-056,2026-05-28,Equipment,Critical,Open,1
I-00505,U-013,2025-05-09,Training,Critical,Investigating,8
I-00506,U-015,2026-01-29,Safety,High,Resolved,19
I-00507,U-034,2026-06-18,Equipment,Medium,Investigating,4
I-00508,U-048,2026-07-16,Safety,Critical,Resolved,10
I-00509,U-001,2026-03-20,Safety,High,Resolved,14
I-00510,U-005,2026-07-02,Safety,Critical,Resolved,19
I-00511,U-042,2025-12-20,Safety,Medium,Open,18
I-00512,U-008,2025-10-10,Equipment,Critical,Investigating,6
I-00513,U-050,2025-01-16,Logistics,High,Investigating,17
I-00514,U-047,2026-02-03,Equipment,Critical,Investigating,12
I-00515,U-054,2025-03-20,Safety,Critical,Resolved,3
I-00516,U-011,2026-04-08,Logistics,High,Resolved,3
I-00517,U-031,2026-03-11,Training,High,Resolved,19
I-00518,U-036,2026-06-06,Equipment,Medium,Resolved,2
I-00519,U-027,2025-05-29,Logistics,Low,Investigating,19
I-00520,U-007,2025-10-19,Safety,High,Investigating,4
I-00521,U-016,2025-08-31,Equipment,Medium,Open,12
I-00522,U-032,2025-07-03,Safety,Low,Open,14
I-00523,U-009,2025-11-11,Logistics,Low,Resolved,18
I-00524,U-043,2025-09-18,Safety,High,Open,6
I-00525,U-004,2026-05-16,Training,High,Investigating,4
I-00526,U-039,2025-02-05,Safety,Medium,Investigating,19
I-00527,U-056,2025-06-23,Safety,High,Investigating,20
I-00528,U-056,2025-02-04,Equipment,Medium,Resolved,4
I-00529,U-027,2025-09-05,Safety,Medium,Open,15
I-00530,U-033,2025-08-28,Logistics,Low,Resolved,13
I-00531,U-051,2025-09-24,Equipment,High,Resolved,12
I-00532,U-007,2025-05-31,Training,Critical,Resolved,17
I-00533,U-043,2025-05-06,Equipment,Medium,Open,3
I-00534,U-044,2026-03-08,Safety,Medium,Open,17
I-00535,U-046,2025-07-09,Training,Critical,Open,2
I-00536,U-006,2025-10-26,Safety,Medium,Resolved,3
I-00537,U-023,2025-08-03,Safety,Low,Investigating,1
I-00538,U-011,2026-04-16,Logistics,Low,Investigating,15
I-00539,U-035,2025-04-14,Equipment,Medium,Open,4
I-00540,U-015,2025-10-10,Training,High,Open,4
I-00541,U-049,2025-07-30,Safety,Critical,Resolved,15
I-00542,U-034,2025-04-23,Logistics,Medium,Open,8
I-00543,U-011,2026-05-02,Logistics,High,Resolved,13
I-00544,U-022,2026-03-25,Safety,Critical,Investigating,4
I-00545,U-005,2025-09-18,Safety,Critical,Open,10
I-00546,U-004,2025-05-23,Safety,High,Open,2
I-00547,U-059,2025-01-24,Logistics,Low,Open,8
I-00548,U-057,2025-03-12,Safety,Critical,Investigating,10
I-00549,U-022,2026-05-31,Equipment,Low,Open,18
I-00550,U-017,2025-03-07,Equipment,High,Investigating,11
I-00551,U-008,2026-01-20,Safety,High,Investigating,10
I-00552,U-016,2026-04-21,Safety,Medium,Open,16
I-00553,U-043,2026-04-28,Equipment,Medium,Resolved,7
I-00554,U-011,2025-09-07,Logistics,Critical,Investigating,0
I-00555,U-039,2026-07-19,Training,Medium,Investigating,4
I-00556,U-023,2025-03-09,Logistics,Low,Open,6
I-00557,U-052,2025-11-21,Safety,Medium,Open,11
I-00558,U-024,2025-12-25,Equipment,High,Resolved,18
I-00559,U-040,2025-09-13,Safety,Critical,Open,6
I-00560,U-001,2025-04-15,Logistics,Low,Resolved,16
I-00561,U-002,2025-11-13,Safety,Low,Resolved,5
I-00562,U-057,2025-03-09,Equipment,Critical,Open,1
I-00563,U-038,2025-01-05,Logistics,Low,Open,4
I-00564,U-047,2026-08-09,Logistics,Critical,Investigating,13
I-00565,U-056,2026-04-26,Logistics,Low,Open,9
I-00566,U-037,2025-07-19,Safety,Critical,Open,19
I-00567,U-014,2025-11-08,Equipment,High,Investigating,14
I-00568,U-020,2026-08-14,Safety,High,Investigating,9
I-00569,U-057,2026-05-15,Safety,Critical,Investigating,3
I-00570,U-021,2025-12-09,Logistics,High,Resolved,18
I-00571,U-045,2026-01-21,Training,Medium,Open,4
I-00572,U-046,2025-09-26,Logistics,Critical,Open,3
I-00573,U-052,2026-07-01,Safety,High,Resolved,19
I-00574,U-040,2026-03-07,Safety,Medium,Resolved,20
I-00575,U-041,2025-06-13,Logistics,Medium,Investigating,6
I-00576,U-004,2025-06-03,Logistics,Medium,Open,9
I-00577,U-033,2025-05-19,Training,Low,Open,11
I-00578,U-010,2025-03-13,Logistics,Medium,Resolved,3
I-00579,U-004,2025-03-11,Logistics,Medium,Resolved,6
I-00580,U-045,2025-07-07,Training,Critical,Open,10
I-00581,U-043,2025-06-16,Training,Critical,Investigating,7
I-00582,U-040,2025-03-03,Equipment,Low,Investigating,18
I-00583,U-029,2025-06-30,Safety,High,Resolved,17
I-00584,U-017,2025-02-08,Logistics,Medium,Investigating,7
I-00585,U-006,2026-08-09,Safety,High,Resolved,14
I-00586,U-045,2025-08-06,Training,Critical,Resolved,16
I-00587,U-057,2026-03-22,Logistics,High,Resolved,17
I-00588,U-053,2026-05-01,Safety,Low,Investigating,9
I-00589,U-060,2025-06-05,Equipment,Critical,Open,19
I-00590,U-059,2026-01-12,Training,Critical,Investigating,20
I-00591,U-052,2025-06-10,Safety,Low,Resolved,10
I-00592,U-045,2025-08-28,Logistics,Low,Resolved,18
I-00593,U-028,2025-10-07,Equipment,High,Resolved,7
I-00594,U-054,2026-07-12,Equipment,Low,Open,17
I-00595,U-031,2026-05-16,Logistics,Critical,Resolved,2
I-00596,U-011,2026-08-09,Training,High,Resolved,2
I-00597,U-058,2025-03-13,Training,Medium,Resolved,0
I-00598,U-040,2025-04-21,Equipment,Critical,Resolved,1
I-00599,U-052,2026-04-01,Equipment,Critical,Investigating,5
I-00600,U-004,2026-02-24,Equipment,Critical,Open,8
I-00601,U-057,2025-10-13,Logistics,Low,Resolved,18
I-00602,U-049,2026-03-16,Logistics,High,Investigating,0
I-00603,U-030,2025-03-08,Logistics,Medium,Open,18
I-00604,U-010,2026-01-01,Equipment,Critical,Resolved,11
I-00605,U-044,2026-01-09,Training,Critical,Investigating,14
I-00606,U-027,2026-06-11,Safety,Low,Open,0
I-00607,U-003,2026-01-02,Logistics,High,Resolved,10
I-00608,U-023,2025-09-07,Safety,High,Open,15
I-00609,U-052,2025-10-12,Equipment,Medium,Resolved,14
I-00610,U-011,2026-04-06,Safety,Critical,Resolved,11
I-00611,U-039,2025-08-08,Equipment,High,Resolved,20
I-00612,U-053,2025-06-30,Training,Medium,Open,17
I-00613,U-020,2025-09-14,Equipment,Medium,Resolved,4
I-00614,U-035,2025-01-13,Safety,Critical,Open,1
I-00615,U-026,2025-07-26,Logistics,Low,Resolved,3
I-00616,U-035,2026-03-18,Equipment,Medium,Resolved,10
I-00617,U-050,2025-09-24,Equipment,High,Resolved,10
I-00618,U-050,2026-05-27,Safety,Medium,Resolved,9
I-00619,U-004,2025-08-12,Training,Low,Investigating,17
I-00620,U-057,2026-06-27,Logistics,Low,Investigating,19
I-00621,U-048,2025-04-05,Equipment,Low,Resolved,20
I-00622,U-030,2025-08-13,Equipment,Medium,Resolved,6
I-00623,U-021,2025-04-15,Training,Low,Resolved,13
I-00624,U-009,2025-07-13,Equipment,High,Investigating,0
I-00625,U-044,2026-01-08,Equipment,Medium,Open,6
I-00626,U-014,2026-04-02,Logistics,Medium,Resolved,7
I-00627,U-021,2026-06-21,Safety,High,Resolved,5
I-00628,U-040,2026-06-28,Training,Low,Investigating,16
I-00629,U-035,2025-01-13,Training,High,Open,11
I-00630,U-022,2026-02-25,Logistics,High,Investigating,9
I-00631,U-009,2025-07-07,Logistics,Medium,Open,1
I-00632,U-027,2025-09-03,Logistics,High,Investigating,1
I-00633,U-018,2026-06-21,Logistics,Low,Investigating,4
I-00634,U-034,2025-02-15,Training,Low,Resolved,4
I-00635,U-040,2025-10-26,Training,Critical,Investigating,6
I-00636,U-013,2026-04-12,Logistics,Medium,Resolved,0
I-00637,U-060,2025-09-18,Logistics,Low,Open,7
I-00638,U-054,2025-01-10,Equipment,Critical,Investigating,0
I-00639,U-059,2025-10-04,Safety,Low,Resolved,15
I-00640,U-039,2026-08-02,Logistics,Low,Investigating,14
I-00641,U-038,2026-04-04,Equipment,Low,Open,16
I-00642,U-004,2025-06-27,Logistics,Low,Open,13
I-00643,U-011,2025-07-06,Training,High,Investigating,16
I-00644,U-019,2025-03-15,Safety,Medium,Open,4
I-00645,U-009,2025-03-17,Safety,Medium,Resolved,16
I-00646,U-033,2026-03-13,Safety,Critical,Investigating,0
I-00647,U-057,2026-04-29,Safety,High,Open,18
I-00648,U-021,2026-05-23,Equipment,High,Open,13
I-00649,U-036,2025-12-15,Training,High,Resolved,6
I-00650,U-047,2026-02-04,Safety,Low,Investigating,6
I-00651,U-047,2025-11-13,Safety,High,Open,9
I-00652,U-032,2025-10-20,Equipment,Medium,Open,17
I-00653,U-005,2025-02-21,Logistics,Medium,Investigating,11
I-00654,U-026,2026-01-02,Safety,Medium,Resolved,0
I-00655,U-054,2026-04-26,Equipment,Critical,Investigating,9
I-00656,U-055,2025-11-27,Equipment,Medium,Resolved,12
I-00657,U-009,2025-11-21,Safety,Critical,Resolved,0
I-00658,U-042,2025-07-06,Logistics,Low,Investigating,5
I-00659,U-056,2025-05-23,Logistics,Medium,Investigating,5
I-00660,U-047,2025-05-23,Logistics,Medium,Resolved,13
I-00661,U-008,2026-04-25,Safety,Critical,Resolved,2
I-00662,U-013,2026-07-16,Equipment,High,Resolved,3
I-00663,U-051,2026-05-20,Safety,Low,Investigating,4
I-00664,U-020,2025-11-25,Safety,Medium,Investigating,14
I-00665,U-042,2026-07-03,Equipment,High,Investigating,5
I-00666,U-005,2025-04-30,Equipment,High,Investigating,19
I-00667,U-051,2026-02-09,Safety,High,Investigating,9
I-00668,U-002,2025-03-03,Training,Critical,Resolved,18
I-00669,U-032,2026-07-16,Training,Medium,Open,10
I-00670,U-011,2025-06-16,Logistics,Low,Open,0
I-00671,U-044,2026-04-23,Training,Critical,Investigating,10
I-00672,U-060,2025-02-11,Logistics,High,Open,0
I-00673,U-012,2025-01-07,Safety,Critical,Resolved,12
I-00674,U-051,2025-12-22,Equipment,Medium,Open,1
I-00675,U-020,2025-05-20,Safety,High,Open,4
I-00676,U-057,2025-10-13,Logistics,Low,Investigating,5
I-00677,U-034,2025-10-31,Training,Low,Open,6
I-00678,U-026,2026-05-10,Equipment,High,Investigating,0
I-00679,U-036,2025-08-31,Equipment,Low,Open,16
I-00680,U-021,2026-07-18,Logistics,High,Open,2
I-00681,U-057,2026-08-07,Equipment,Medium,Investigating,19
I-00682,U-020,2025-10-11,Logistics,High,Open,3
I-00683,U-002,2025-05-09,Safety,Medium,Open,18
I-00684,U-032,2026-03-23,Training,Medium,Resolved,11
I-00685,U-032,2025-04-27,Logistics,Critical,Open,0
I-00686,U-034,2025-06-26,Logistics,Critical,Resolved,6
I-00687,U-017,2026-07-24,Equipment,Medium,Resolved,8
I-00688,U-034,2025-01-17,Logistics,High,Open,12
I-00689,U-033,2025-01-10,Safety,Critical,Investigating,1
I-00690,U-007,2026-04-23,Logistics,High,Investigating,14
I-00691,U-055,2025-12-23,Safety,Medium,Resolved,2
I-00692,U-027,2026-06-12,Safety,High,Investigating,6
I-00693,U-028,2026-03-15,Training,Low,Resolved,19
I-00694,U-048,2026-03-04,Safety,Low,Open,0
I-00695,U-002,2025-08-04,Safety,Low,Resolved,19
I-00696,U-030,2025-02-28,Training,Critical,Investigating,10
I-00697,U-040,2025-12-07,Training,High,Open,17
I-00698,U-035,2026-07-24,Training,Low,Open,15
I-00699,U-011,2025-03-11,Equipment,Low,Investigating,2
I-00700,U-036,2025-01-18,Training,Medium,Resolved,13
I-00701,U-002,2025-10-19,Logistics,Medium,Open,17
I-00702,U-032,2025-08-26,Training,Medium,Open,5
I-00703,U-007,2026-01-11,Logistics,Medium,Investigating,6
I-00704,U-039,2026-05-13,Logistics,Medium,Resolved,11
I-00705,U-009,2025-09-07,Safety,High,Investigating,15
I-00706,U-020,2025-08-03,Equipment,High,Investigating,14
I-00707,U-023,2025-11-17,Equipment,Medium,Investigating,0
I-00708,U-028,2025-12-19,Training,Low,Open,18
I-00709,U-053,2025-01-31,Logistics,High,Investigating,7
I-00710,U-009,2026-08-08,Logistics,Medium,Resolved,0
I-00711,U-012,2025-05-21,Equipment,Low,Open,7
I-00712,U-044,2026-04-09,Safety,Medium,Open,20
I-00713,U-053,2025-05-22,Logistics,Low,Resolved,5
I-00714,U-044,2026-03-21,Safety,Low,Resolved,11
I-00715,U-009,2025-03-04,Logistics,Low,Open,16
I-00716,U-019,2025-04-22,Safety,Critical,Resolved,15
I-00717,U-031,2026-04-19,Training,Medium,Open,7
I-00718,U-036,2026-02-07,Equipment,Critical,Investigating,6
I-00719,U-060,2026-02-17,Training,Medium,Open,14
I-00720,U-035,2025-12-09,Logistics,Medium,Open,16
I-00721,U-047,2025-01-20,Training,Medium,Investigating,19
I-00722,U-006,2026-03-26,Training,Medium,Resolved,6
I-00723,U-036,2025-02-24,Logistics,Low,Resolved,2
I-00724,U-034,2025-02-24,Safety,Critical,Investigating,10
I-00725,U-022,2025-05-15,Logistics,High,Resolved,6
I-00726,U-032,2025-01-10,Safety,High,Open,1
I-00727,U-012,2025-07-25,Equipment,Critical,Open,17
I-00728,U-025,2025-10-21,Safety,Low,Investigating,19
I-00729,U-009,2026-05-18,Logistics,Low,Open,17
I-00730,U-039,2025-08-27,Safety,Medium,Resolved,13
I-00731,U-042,2025-09-22,Safety,Medium,Investigating,10
I-00732,U-029,2025-03-19,Logistics,Critical,Open,18
I-00733,U-042,2025-08-15,Safety,Low,Open,1
I-00734,U-059,2025-03-27,Training,High,Investigating,0
I-00735,U-024,2026-05-12,Training,High,Resolved,15
I-00736,U-056,2025-01-24,Equipment,Low,Resolved,15
I-00737,U-007,2026-05-11,Training,Critical,Investigating,19
I-00738,U-057,2025-01-23,Logistics,Medium,Open,4
I-00739,U-034,2026-01-14,Equipment,Medium,Investigating,7
I-00740,U-026,2025-05-30,Equipment,Low,Resolved,10
I-00741,U-049,2026-04-01,Logistics,Medium,Resolved,1
I-00742,U-045,2026-04-19,Equipment,Critical,Investigating,19
I-00743,U-016,2025-05-06,Training,High,Open,20
I-00744,U-007,2026-06-18,Logistics,Medium,Investigating,7
I-00745,U-039,2026-01-02,Logistics,Medium,Resolved,8
I-00746,U-044,2026-07-05,Logistics,High,Open,4
I-00747,U-017,2025-07-28,Training,Low,Resolved,6
I-00748,U-052,2025-09-18,Equipment,Critical,Resolved,5
I-00749,U-027,2025-08-15,Training,High,Investigating,17
I-00750,U-014,2025-01-07,Training,Low,Open,11
I-00751,U-020,2025-12-12,Logistics,Low,Open,19
I-00752,U-015,2026-04-10,Logistics,Medium,Resolved,12
I-00753,U-032,2025-11-21,Logistics,Critical,Resolved,17
I-00754,U-002,2026-05-19,Equipment,High,Investigating,14
I-00755,U-054,2025-05-08,Safety,Critical,Open,14
I-00756,U-033,2025-01-23,Logistics,High,Investigating,1
I-00757,U-012,2026-03-14,Training,Critical,Open,4
I-00758,U-013,2025-03-20,Training,Critical,Resolved,9
I-00759,U-051,2025-06-07,Safety,Medium,Open,14
I-00760,U-026,2026-01-02,Logistics,Critical,Investigating,14
I-00761,U-023,2026-06-19,Safety,Medium,Investigating,7
I-00762,U-050,2025-10-31,Training,Critical,Investigating,12
I-00763,U-048,2025-06-22,Equipment,Critical,Resolved,18
I-00764,U-025,2026-02-22,Equipment,Critical,Resolved,13
I-00765,U-008,2025-07-06,Safety,High,Investigating,19
I-00766,U-032,2026-05-24,Logistics,Critical,Resolved,20
I-00767,U-051,2025-09-16,Safety,High,Resolved,11
I-00768,U-059,2025-02-01,Logistics,Medium,Investigating,2
I-00769,U-048,2025-05-08,Safety,High,Resolved,11
I-00770,U-028,2025-12-18,Equipment,Medium,Investigating,17
I-00771,U-008,2025-07-14,Logistics,Medium,Investigating,17
I-00772,U-001,2025-09-30,Logistics,Critical,Investigating,19
I-00773,U-015,2025-07-23,Equipment,High,Resolved,1
I-00774,U-010,2026-04-20,Logistics,Medium,Resolved,12
I-00775,U-013,2025-04-21,Training,Low,Open,10
I-00776,U-048,2025-02-04,Equipment,Critical,Resolved,10
I-00777,U-006,2025-11-03,Safety,Medium,Open,2
I-00778,U-005,2025-01-25,Logistics,Critical,Investigating,7
I-00779,U-056,2026-03-04,Training,Medium,Resolved,7
I-00780,U-030,2025-11-14,Logistics,Critical,Open,3
I-00781,U-022,2025-12-17,Training,Critical,Open,16
I-00782,U-056,2025-11-07,Safety,Low,Resolved,3
I-00783,U-005,2025-03-05,Training,Medium,Open,5
I-00784,U-017,2025-01-22,Logistics,Critical,Resolved,13
I-00785,U-031,2026-06-20,Logistics,Low,Resolved,17
I-00786,U-025,2026-01-26,Training,High,Open,7
I-00787,U-034,2025-07-24,Logistics,Medium,Open,3
I-00788,U-003,2026-03-26,Training,Critical,Investigating,0
I-00789,U-013,2025-03-30,Safety,Critical,Investigating,14
I-00790,U-013,2026-01-12,Equipment,Medium,Resolved,13
I-00791,U-017,2025-03-23,Training,High,Open,5
I-00792,U-031,2026-01-14,Logistics,Low,Open,14
I-00793,U-049,2025-05-24,Safety,Medium,Investigating,5
I-00794,U-058,2026-01-09,Safety,Medium,Open,19
I-00795,U-034,2026-04-10,Training,High,Investigating,12
I-00796,U-032,2025-02-27,Safety,High,Investigating,11
I-00797,U-044,2026-07-15,Logistics,Low,Open,4
I-00798,U-051,2026-06-16,Safety,Critical,Open,6
I-00799,U-018,2025-04-13,Safety,Critical,Open,17
I-00800,U-027,2025-03-17,Safety,Low,Open,16
I-00801,U-013,2025-02-24,Safety,High,Open,10
I-00802,U-049,2025-05-22,Logistics,Low,Open,10
I-00803,U-027,2025-02-08,Logistics,Medium,Resolved,9
I-00804,U-006,2026-01-29,Equipment,High,Open,19
I-00805,U-017,2025-09-27,Logistics,High,Investigating,19
I-00806,U-002,2026-01-04,Logistics,Medium,Open,5
I-00807,U-043,2025-03-06,Equipment,High,Investigating,13
I-00808,U-046,2026-07-07,Training,Medium,Resolved,19
I-00809,U-015,2025-07-14,Training,Critical,Open,8
I-00810,U-008,2025-12-22,Safety,Critical,Resolved,12
I-00811,U-016,2025-04-12,Equipment,Critical,Resolved,12
I-00812,U-040,2026-07-27,Training,Critical,Resolved,15
I-00813,U-047,2026-08-06,Logistics,Critical,Resolved,6
I-00814,U-030,2026-01-07,Logistics,Low,Resolved,16
I-00815,U-021,2026-02-22,Logistics,High,Open,3
I-00816,U-060,2026-01-26,Equipment,High,Resolved,15
I-00817,U-036,2026-01-23,Training,Low,Open,1
I-00818,U-022,2025-04-30,Safety,High,Open,12
I-00819,U-060,2025-11-08,Safety,Low,Open,4
I-00820,U-052,2025-02-21,Training,Medium,Investigating,18
I-00821,U-054,2025-11-27,Logistics,Low,Resolved,17
I-00822,U-015,2025-12-21,Equipment,Critical,Open,14
I-00823,U-016,2026-07-06,Equipment,Critical,Investigating,0
I-00824,U-028,2026-04-12,Safety,Critical,Open,11
I-00825,U-001,2025-03-24,Logistics,Medium,Investigating,3
I-00826,U-007,2026-07-06,Safety,High,Investigating,1
I-00827,U-051,2026-01-21,Equipment,Medium,Open,4
I-00828,U-048,2025-07-18,Logistics,Critical,Resolved,7
I-00829,U-026,2025-12-15,Training,Low,Open,18
I-00830,U-047,2026-05-04,Equipment,Low,Open,2
I-00831,U-050,2025-06-24,Safety,Medium,Investigating,5
I-00832,U-012,2025-04-27,Logistics,Medium,Open,15
I-00833,U-019,2025-04-08,Equipment,Medium,Resolved,14
I-00834,U-016,2025-08-18,Training,Low,Resolved,10
I-00835,U-035,2026-02-09,Equipment,High,Investigating,13
I-00836,U-038,2025-07-09,Equipment,Medium,Investigating,13
I-00837,U-009,2025-09-21,Equipment,Critical,Investigating,7
I-00838,U-038,2025-01-18,Logistics,High,Open,12
I-00839,U-028,2025-07-28,Equipment,Low,Open,4
I-00840,U-034,2025-01-28,Safety,Medium,Open,20
I-00841,U-031,2025-02-26,Logistics,Low,Resolved,6
I-00842,U-005,2025-10-20,Safety,Critical,Resolved,7
I-00843,U-045,2025-09-12,Logistics,Low,Open,7
I-00844,U-038,2025-08-11,Equipment,Low,Resolved,18
I-00845,U-017,2025-12-18,Training,Critical,Investigating,2
I-00846,U-045,2025-12-11,Equipment,Medium,Resolved,10
I-00847,U-036,2026-08-12,Logistics,Medium,Investigating,0
I-00848,U-051,2026-01-27,Logistics,Low,Open,4
I-00849,U-009,2025-08-14,Logistics,Low,Resolved,0
I-00850,U-057,2025-09-01,Safety,Medium,Investigating,12
I-00851,U-020,2025-10-26,Equipment,Low,Resolved,2
I-00852,U-022,2025-08-21,Equipment,High,Resolved,7
I-00853,U-054,2025-07-13,Equipment,Critical,Investigating,1
I-00854,U-053,2025-01-14,Safety,Medium,Resolved,2
I-00855,U-033,2025-11-12,Equipment,Critical,Investigating,10
I-00856,U-039,2025-03-05,Equipment,Low,Open,12
I-00857,U-030,2026-08-13,Safety,Medium,Investigating,13
I-00858,U-036,2025-02-10,Logistics,Low,Investigating,11
I-00859,U-026,2025-03-08,Equipment,Low,Resolved,15
I-00860,U-054,2025-11-15,Logistics,Medium,Investigating,15
I-00861,U-012,2025-08-05,Training,Low,Investigating,17
I-00862,U-035,2026-03-27,Logistics,Medium,Investigating,10
I-00863,U-059,2025-07-23,Logistics,Critical,Resolved,19
I-00864,U-045,2026-05-13,Safety,Critical,Open,9
I-00865,U-042,2025-05-09,Safety,Low,Resolved,16
I-00866,U-040,2025-07-29,Safety,Critical,Resolved,16
I-00867,U-009,2025-07-24,Logistics,High,Open,9
I-00868,U-009,2025-01-30,Training,Critical,Investigating,16
I-00869,U-002,2026-04-13,Equipment,High,Open,12
I-00870,U-029,2025-11-21,Logistics,High,Open,19
I-00871,U-058,2026-07-07,Safety,High,Open,20
I-00872,U-060,2025-02-09,Equipment,Critical,Open,0
I-00873,U-053,2025-01-17,Training,Critical,Resolved,0
I-00874,U-053,2025-12-07,Safety,Low,Open,3
I-00875,U-058,2026-08-01,Training,Low,Open,19
I-00876,U-052,2026-07-26,Logistics,Medium,Investigating,8
I-00877,U-056,2026-03-05,Equipment,Critical,Open,13
I-00878,U-058,2026-04-12,Training,Medium,Open,11
I-00879,U-037,2025-09-08,Training,High,Open,11
I-00880,U-054,2026-05-25,Equipment,Medium,Resolved,15
I-00881,U-017,2025-07-09,Training,Critical,Investigating,4
I-00882,U-042,2025-11-30,Safety,High,Resolved,15
I-00883,U-049,2025-11-13,Logistics,High,Open,18
I-00884,U-035,2025-10-31,Logistics,High,Investigating,6
I-00885,U-059,2025-04-23,Logistics,Low,Open,5
I-00886,U-042,2026-07-29,Training,Critical,Resolved,19
I-00887,U-020,2025-04-18,Logistics,Medium,Investigating,7
I-00888,U-045,2025-12-31,Equipment,Medium,Resolved,0
I-00889,U-044,2026-06-27,Equipment,Medium,Open,9
I-00890,U-013,2025-02-09,Equipment,High,Open,1
I-00891,U-001,2025-05-10,Safety,High,Open,13
I-00892,U-037,2026-07-15,Safety,Critical,Resolved,5
I-00893,U-057,2025-11-20,Equipment,High,Investigating,15
I-00894,U-043,2025-01-01,Logistics,High,Resolved,1
I-00895,U-049,2026-03-22,Safety,Critical,Open,7
I-00896,U-008,2025-06-04,Safety,Critical,Resolved,17
I-00897,U-043,2026-07-02,Safety,Critical,Resolved,5
I-00898,U-026,2026-03-09,Logistics,Critical,Investigating,4
I-00899,U-011,2025-08-31,Equipment,High,Investigating,9
I-00900,U-026,2025-03-12,Safety,Critical,Resolved,10
I-00901,U-020,2026-01-12,Logistics,Low,Resolved,2
I-00902,U-029,2025-01-11,Training,High,Resolved,9
I-00903,U-042,2025-03-14,Training,Medium,Investigating,3
I-00904,U-017,2025-12-09,Safety,Medium,Open,7
I-00905,U-010,2025-04-07,Safety,Critical,Investigating,1
I-00906,U-020,2025-04-17,Training,Critical,Open,0
I-00907,U-004,2026-05-14,Equipment,Critical,Open,14
I-00908,U-025,2026-06-09,Training,Low,Investigating,9
I-00909,U-048,2025-02-28,Logistics,High,Open,1
I-00910,U-022,2026-07-19,Training,High,Investigating,3
I-00911,U-047,2025-05-18,Equipment,Critical,Open,19
I-00912,U-017,2025-06-13,Safety,Low,Investigating,13
I-00913,U-052,2025-10-18,Logistics,Medium,Resolved,8
I-00914,U-034,2025-09-10,Equipment,High,Resolved,10
I-00915,U-032,2025-11-04,Training,Low,Open,6
I-00916,U-059,2026-05-27,Training,Medium,Open,8
I-00917,U-024,2026-07-20,Equipment,Medium,Resolved,17
I-00918,U-006,2026-05-30,Logistics,Low,Investigating,18
I-00919,U-017,2026-01-28,Logistics,High,Investigating,17
I-00920,U-057,2025-05-20,Equipment,High,Resolved,14
I-00921,U-027,2026-06-16,Safety,Critical,Open,10
I-00922,U-031,2026-08-08,Logistics,High,Resolved,2
I-00923,U-013,2025-04-06,Training,High,Investigating,6
I-00924,U-028,2026-05-26,Logistics,Medium,Open,6
I-00925,U-044,2026-03-21,Safety,Critical,Open,19
I-00926,U-019,2025-10-10,Training,Critical,Resolved,5
I-00927,U-051,2026-05-26,Equipment,High,Investigating,10
I-00928,U-043,2026-05-14,Logistics,Critical,Investigating,2
I-00929,U-007,2025-10-20,Equipment,Medium,Resolved,7
I-00930,U-026,2025-08-03,Logistics,Low,Open,9
I-00931,U-018,2026-05-20,Safety,High,Resolved,18
