transaction_id,unit_id,supply_category,item_name,quantity,consumption,reorder_level,transaction_date,delivery_status
L-00397,U-059,Medical,Component A,66,136,167,2026-06-09,In Transit
L-00398,U-058,Parts,Supply D,532,67,106,2026-08-08,In Transit
L-00399,U-048,Food,Component B,817,94,57,2025-05-15,Delivered
L-00400,U-014,Parts,Component A,965,91,65,2025-11-06,Pending
L-00401,U-059,Medical,Supply D,148,40,185,2025-04-02,Delivered
L-00402,U-057,Parts,Component A,596,68,104,2026-06-21,In Transit
L-00403,U-013,Parts,Component B,751,83,132,2025-05-18,Pending
L-00404,U-018,Food,Component A,671,60,61,2025-10-13,Delivered
L-00405,U-030,Medical,Component A,457,57,51,2025-09-13,Pending
L-00406,U-001,Food,Kit C,854,28,60,2025-10-01,Delivered
L-00407,U-015,Food,Component B,678,129,79,2025-04-24,Pending
L-00408,U-059,Food,Component A,619,15,120,2025-09-08,Pending
L-00409,U-038,Medical,Component B,131,37,67,2026-08-14,Delivered
L-00410,U-011,Parts,Kit C,50,106,123,2025-03-07,Pending
L-00411,U-021,Fuel,Supply D,818,15,157,2025-10-26,Pending
L-00412,U-006,Medical,Supply D,398,14,134,2026-01-31,Pending
L-00413,U-053,Parts,Kit C,138,28,106,2025-03-20,In Transit
L-00414,U-015,Parts,Component A,903,57,116,2025-08-26,Pending
L-00415,U-009,Parts,Component B,966,142,103,2026-01-11,Pending
L-00416,U-040,Parts,Kit C,920,112,172,2025-06-21,In Transit
L-00417,U-011,Food,Component A,797,79,109,2026-08-09,Delivered
L-00418,U-027,Food,Supply D,375,52,100,2025-01-06,Pending
L-00419,U-031,Medical,Component A,768,44,109,2026-02-10,In Transit
L-00420,U-034,Fuel,Component B,818,20,140,2025-10-22,Delivered
L-00421,U-028,Food,Supply D,776,78,158,2026-01-10,Delivered
L-00422,U-032,Food,Kit C,199,133,106,2025-06-10,Pending
L-00423,U-008,Food,Kit C,184,62,135,2026-03-22,In Transit
L-00424,U-017,Parts,Component A,161,76,57,2025-03-16,Pending
L-00425,U-053,Parts,Component B,426,10,115,2025-01-13,Delivered
L-00426,U-004,Parts,Component B,648,52,129,2025-07-26,In Transit
L-00427,U-018,Food,Supply D,357,104,101,2025-01-24,Pending
L-00428,U-051,Food,Supply D,912,21,196,2025-11-17,Pending
L-00429,U-004,Medical,Component A,817,83,150,2026-02-21,In Transit
L-00430,U-020,Fuel,Kit C,467,104,168,2025-04-07,In Transit
L-00431,U-043,Parts,Component A,641,48,53,2025-05-21,Pending
L-00432,U-033,Parts,Kit C,257,81,125,2025-12-06,In Transit
L-00433,U-049,Food,Kit C,946,20,93,2026-06-12,Delivered
L-00434,U-056,Parts,Supply D,607,15,198,2025-10-08,In Transit
L-00435,U-002,Fuel,Component A,103,12,134,2026-03-20,Pending
L-00436,U-058,Food,Component A,640,133,107,2026-03-19,In Transit
L-00437,U-058,Medical,Kit C,982,106,84,2025-06-06,Delivered
L-00438,U-053,Parts,Supply D,462,114,194,2026-05-14,Pending
L-00439,U-052,Medical,Kit C,514,69,160,2025-07-12,In Transit
L-00440,U-031,Parts,Component A,178,42,130,2025-05-10,Pending
L-00441,U-026,Food,Kit C,84,102,190,2025-03-12,In Transit
L-00442,U-030,Fuel,Component A,376,145,59,2025-03-21,Pending
L-00443,U-024,Food,Kit C,364,88,66,2025-07-03,In Transit
L-00444,U-024,Food,Kit C,552,70,180,2025-02-08,Pending
L-00445,U-004,Parts,Component B,200,11,182,2026-05-22,Pending
L-00446,U-049,Food,Component A,102,123,172,2026-06-24,Pending
L-00447,U-056,Parts,Component B,828,70,145,2025-03-01,Pending
L-00448,U-046,Medical,Supply D,156,104,108,2025-06-12,Delivered
L-00449,U-010,Parts,Supply D,238,72,59,2025-04-03,In Transit
L-00450,U-058,Parts,Supply D,417,83,185,2026-06-18,Delivered
L-00451,U-011,Parts,Kit C,111,30,88,2025-08-02,In Transit
L-00452,U-036,Food,Component A,242,19,182,2025-10-05,In Transit
L-00453,U-026,Parts,Supply D,762,133,180,2025-12-25,In Transit
L-00454,U-013,Parts,Kit C,73,44,192,2025-10-26,In Transit
L-00455,U-045,Medical,Supply D,502,30,170,2025-08-28,Delivered
L-00456,U-042,Parts,Component A,653,22,112,2026-03-30,Delivered
L-00457,U-008,Parts,Supply D,584,64,117,2025-01-12,Delivered
L-00458,U-008,Food,Kit C,497,83,111,2025-09-24,Delivered
L-00459,U-035,Medical,Supply D,593,38,159,2026-01-16,Delivered
L-00460,U-024,Parts,Component A,974,25,180,2026-02-15,In Transit
L-00461,U-060,Fuel,Kit C,398,45,79,2026-01-09,Delivered
L-00462,U-031,Food,Component A,468,72,191,2025-01-28,Pending
L-00463,U-023,Parts,Component A,358,12,99,2025-05-27,In Transit
L-00464,U-015,Medical,Kit C,428,92,100,2026-04-05,Delivered
L-00465,U-001,Food,Component A,837,93,50,2026-03-04,Pending
L-00466,U-049,Fuel,Component B,350,45,86,2026-01-07,Pending
L-00467,U-032,Food,Supply D,878,73,62,2026-04-02,Delivered
L-00468,U-003,Fuel,Component A,448,15,109,2025-01-05,Delivered
L-00469,U-009,Parts,Component B,216,64,140,2025-11-09,Delivered
L-00470,U-013,Medical,Kit C,754,136,103,2026-03-17,Pending
L-00471,U-055,Fuel,Component B,393,112,149,2026-05-02,Pending
L-00472,U-020,Parts,Component A,953,35,151,2025-08-14,Pending
L-00473,U-011,Food,Component B,306,90,92,2025-08-21,Pending
L-00474,U-041,Medical,Kit C,549,46,105,2026-08-09,In Transit
L-00475,U-047,Food,Component A,804,22,167,2025-07-14,Pending
L-00476,U-056,Medical,Component A,131,11,140,2025-02-01,Pending
L-00477,U-030,Fuel,Supply D,121,25,144,2025-07-24,Pending
L-00478,U-056,Medical,Component A,399,146,143,2025-07-25,Pending
L-00479,U-055,Parts,Component B,208,25,145,2025-09-01,In Transit
L-00480,U-010,Medical,Component A,716,80,70,2025-11-23,Delivered
L-00481,U-046,Fuel,Component A,795,146,156,2025-09-27,Pending
L-00482,U-059,Medical,Supply D,468,41,166,2025-08-05,Pending
L-00483,U-012,Food,Kit C,324,113,93,2026-06-20,Pending
L-00484,U-028,Food,Component A,255,145,76,2025-07-09,Pending
L-00485,U-027,Fuel,Component A,436,59,131,2025-11-15,In Transit
L-00486,U-026,Medical,Kit C,336,53,128,2025-05-26,Pending
L-00487,U-036,Fuel,Component B,232,148,89,2025-12-12,In Transit
L-00488,U-006,Food,Supply D,891,50,66,2026-05-11,Pending
L-00489,U-035,Parts,Supply D,236,122,97,2025-04-26,Delivered
L-00490,U-028,Food,Supply D,680,15,54,2025-06-22,Delivered
L-00491,U-038,Fuel,Supply D,461,68,141,2025-02-19,Delivered
L-00492,U-046,Fuel,Kit C,234,80,52,2025-08-02,In Transit
L-00493,U-058,Food,Component A,149,132,174,2025-04-27,Delivered
L-00494,U-059,Food,Component B,561,132,183,2026-01-23,In Transit
L-00495,U-002,Fuel,Kit C,318,129,88,2025-02-14,Pending
L-00496,U-035,Food,Kit C,920,118,176,2026-06-28,In Transit
L-00497,U-013,Parts,Component A,422,78,69,2025-06-02,Delivered
L-00498,U-025,Fuel,Kit C,668,87,112,2025-11-28,In Transit
L-00499,U-053,Food,Component A,252,41,138,2025-02-11,Pending
L-00500,U-036,Parts,Component A,888,51,154,2025-05-23,Pending
L-00501,U-024,Parts,Component B,980,66,120,2025-01-09,Pending
L-00502,U-050,Medical,Component A,957,143,177,2025-10-29,Pending
L-00503,U-013,Medical,Component A,593,72,154,2025-05-24,Delivered
L-00504,U-055,Medical,Component B,825,47,180,2026-05-27,In Transit
L-00505,U-020,Parts,Component A,960,16,100,2025-08-04,Delivered
L-00506,U-010,Fuel,Component B,540,118,200,2025-07-04,Delivered
L-00507,U-037,Medical,Component A,155,115,149,2025-09-22,Delivered
L-00508,U-058,Medical,Kit C,690,141,66,2025-05-23,Pending
L-00509,U-038,Food,Component B,569,118,78,2026-06-14,Pending
L-00510,U-002,Parts,Component A,380,140,165,2026-02-05,Pending
L-00511,U-002,Food,Component B,854,85,130,2025-01-24,In Transit
L-00512,U-031,Medical,Component B,288,37,169,2026-04-16,In Transit
L-00513,U-016,Medical,Component A,273,99,195,2025-11-19,Pending
L-00514,U-058,Parts,Component B,719,72,118,2025-09-11,Delivered
L-00515,U-055,Fuel,Supply D,786,93,197,2026-06-23,In Transit
L-00516,U-056,Parts,Component A,361,72,91,2025-11-28,In Transit
L-00517,U-032,Parts,Supply D,815,32,189,2025-01-05,In Transit
L-00518,U-025,Medical,Supply D,307,89,173,2026-07-15,Pending
L-00519,U-059,Parts,Supply D,435,141,178,2026-01-01,Pending
L-00520,U-021,Food,Component A,162,47,74,2025-04-16,Pending
L-00521,U-046,Fuel,Supply D,258,117,107,2026-05-24,Delivered
L-00522,U-051,Medical,Kit C,765,92,141,2026-02-24,Pending
L-00523,U-022,Medical,Component A,156,95,121,2025-06-30,Delivered
L-00524,U-045,Fuel,Kit C,601,117,130,2025-01-22,Pending
L-00525,U-020,Parts,Component B,177,67,140,2026-06-12,Delivered
L-00526,U-018,Fuel,Component A,778,18,77,2025-05-05,Pending
L-00527,U-002,Medical,Kit C,402,18,93,2026-07-10,Delivered
L-00528,U-027,Fuel,Component A,362,91,58,2026-02-11,Pending
L-00529,U-015,Medical,Component A,980,94,198,2026-05-18,Delivered
L-00530,U-026,Medical,Kit C,244,84,131,2026-03-03,In Transit
L-00531,U-054,Medical,Supply D,614,50,156,2026-07-25,Delivered
L-00532,U-045,Medical,Kit C,786,90,200,2026-05-26,Delivered
L-00533,U-010,Fuel,Component A,99,104,71,2026-01-28,Delivered
L-00534,U-002,Medical,Supply D,193,119,171,2026-04-15,In Transit
L-00535,U-028,Parts,Component A,808,41,83,2026-04-23,In Transit
L-00536,U-016,Medical,Kit C,500,124,142,2026-03-30,Pending
L-00537,U-055,Fuel,Component B,354,69,148,2026-01-27,In Transit
L-00538,U-057,Food,Component B,144,33,141,2025-07-27,In Transit
L-00539,U-012,Food,Component B,188,68,197,2025-03-25,Pending
L-00540,U-031,Food,Kit C,702,61,113,2026-04-10,Pending
L-00541,U-009,Fuel,Component B,539,100,69,2025-12-01,Pending
L-00542,U-048,Fuel,Supply D,438,46,68,2025-07-30,Pending
L-00543,U-037,Food,Supply D,984,74,191,2025-12-11,In Transit
L-00544,U-041,Food,Kit C,699,23,138,2025-09-10,Pending
L-00545,U-014,Fuel,Component B,330,31,105,2026-02-22,In Transit
L-00546,U-053,Medical,Component A,466,56,146,2026-08-11,In Transit
L-00547,U-030,Fuel,Supply D,755,49,118,2026-04-17,In Transit
L-00548,U-001,Medical,Component A,778,97,107,2026-05-03,In Transit
L-00549,U-001,Fuel,Kit C,177,114,143,2026-05-17,Pending
L-00550,U-003,Food,Component A,334,132,83,2025-08-26,In Transit
L-00551,U-047,Food,Component B,812,55,142,2026-05-16,In Transit
L-00552,U-054,Medical,Supply D,939,142,114,2025-06-05,Pending
L-00553,U-027,Fuel,Kit C,405,64,122,2026-04-28,Delivered
L-00554,U-032,Medical,Component A,756,122,158,2026-06-23,In Transit
L-00555,U-032,Food,Component A,339,81,136,2025-04-16,Pending
L-00556,U-042,Fuel,Component A,492,13,115,2025-10-18,Delivered
L-00557,U-024,Parts,Kit C,804,147,77,2025-01-02,Delivered
L-00558,U-027,Fuel,Supply D,735,130,160,2025-01-26,Delivered
L-00559,U-058,Medical,Component B,785,77,54,2025-02-02,Pending
L-00560,U-052,Parts,Kit C,765,127,72,2026-01-04,Delivered
L-00561,U-031,Fuel,Component B,332,49,187,2025-05-05,Delivered
L-00562,U-013,Parts,Component A,110,85,80,2026-07-16,Delivered
L-00563,U-035,Parts,Supply D,553,100,126,2025-04-20,Delivered
L-00564,U-047,Fuel,Component B,477,14,158,2026-03-26,In Transit
L-00565,U-022,Food,Component A,750,141,183,2026-08-07,Pending
L-00566,U-043,Fuel,Supply D,313,43,88,2025-10-29,Pending
L-00567,U-035,Parts,Component A,517,138,91,2026-07-29,Delivered
L-00568,U-023,Medical,Kit C,249,119,88,2025-06-08,Delivered
L-00569,U-021,Medical,Component A,243,147,109,2025-01-09,Delivered
L-00570,U-023,Food,Component A,154,98,150,2025-03-06,Pending
L-00571,U-022,Food,Supply D,781,86,88,2025-07-14,Pending
L-00572,U-001,Medical,Component A,829,83,189,2026-01-11,Pending
L-00573,U-003,Fuel,Component B,504,27,178,2025-07-24,Pending
L-00574,U-043,Medical,Supply D,403,27,113,2026-01-05,In Transit
L-00575,U-030,Medical,Kit C,459,104,126,2026-04-15,In Transit
L-00576,U-012,Parts,Kit C,51,118,180,2026-02-04,In Transit
L-00577,U-014,Parts,Component A,516,14,172,2026-02-06,Delivered
L-00578,U-031,Parts,Component B,896,76,157,2025-11-07,Pending
L-00579,U-059,Parts,Component B,135,133,142,2026-01-07,Delivered
L-00580,U-019,Medical,Component A,407,140,81,2026-07-10,Delivered
L-00581,U-038,Fuel,Component A,649,13,77,2025-02-27,Delivered
L-00582,U-025,Fuel,Component A,301,20,199,2025-01-31,In Transit
L-00583,U-047,Parts,Kit C,288,79,50,2025-08-06,Pending
L-00584,U-003,Food,Supply D,483,10,66,2026-06-30,In Transit
L-00585,U-012,Fuel,Component B,880,134,116,2025-11-18,Delivered
L-00586,U-044,Parts,Component A,431,149,93,2025-09-14,In Transit
L-00587,U-059,Parts,Supply D,459,82,124,2025-07-04,Delivered
L-00588,U-021,Parts,Component A,552,135,129,2025-05-15,Delivered
L-00589,U-018,Parts,Component B,378,62,111,2025-06-22,Delivered
L-00590,U-014,Fuel,Component B,785,19,190,2026-01-29,Pending
L-00591,U-033,Parts,Supply D,843,51,169,2025-06-27,Delivered
L-00592,U-022,Fuel,Kit C,480,35,99,2026-02-25,Delivered
L-00593,U-019,Food,Component B,552,93,200,2026-04-04,Pending
L-00594,U-035,Medical,Kit C,203,73,103,2025-03-14,Pending
L-00595,U-060,Medical,Kit C,920,75,149,2025-02-13,In Transit
L-00596,U-033,Medical,Supply D,588,61,101,2025-10-19,In Transit
L-00597,U-007,Fuel,Component A,883,120,170,2026-04-14,Delivered
L-00598,U-004,Food,Kit C,608,120,116,2025-02-10,In Transit
L-00599,U-024,Fuel,Component B,998,16,100,2026-01-14,In Transit
L-00600,U-047,Medical,Component A,360,31,170,2026-04-10,Delivered
L-00601,U-054,Fuel,Component A,308,46,131,2025-11-11,Delivered
L-00602,U-022,Parts,Supply D,811,31,75,2026-06-04,Delivered
L-00603,U-046,Parts,Component B,317,135,76,2025-03-02,Pending
L-00604,U-057,Food,Supply D,609,20,188,2026-01-16,Pending
L-00605,U-033,Fuel,Component B,845,92,181,2025-06-02,Delivered
L-00606,U-050,Food,Supply D,930,128,64,2025-08-21,Pending
L-00607,U-056,Food,Supply D,291,76,88,2026-02-24,In Transit
L-00608,U-028,Food,Component A,854,31,134,2025-02-23,Delivered
L-00609,U-035,Medical,Component A,471,15,110,2025-12-01,Delivered
L-00610,U-057,Food,Supply D,887,13,67,2025-04-09,Pending
L-00611,U-055,Food,Supply D,311,15,165,2025-01-21,Delivered
L-00612,U-020,Fuel,Component A,722,128,179,2025-05-15,In Transit
L-00613,U-013,Food,Kit C,544,86,146,2025-06-05,Delivered
L-00614,U-043,Food,Kit C,405,21,167,2026-03-22,Delivered
L-00615,U-006,Parts,Component B,627,150,131,2026-08-08,Delivered
L-00616,U-001,Medical,Supply D,126,110,65,2026-03-29,Delivered
L-00617,U-038,Medical,Supply D,651,42,133,2025-05-03,Delivered
L-00618,U-030,Medical,Component A,129,74,99,2025-10-20,Delivered
L-00619,U-035,Medical,Supply D,883,126,163,2025-07-26,Pending
L-00620,U-008,Fuel,Component A,798,37,169,2026-01-29,In Transit
L-00621,U-001,Food,Component A,995,56,83,2026-03-01,Delivered
L-00622,U-023,Medical,Supply D,333,19,71,2025-01-06,Delivered
L-00623,U-038,Medical,Component A,951,61,64,2025-03-02,Delivered
L-00624,U-013,Parts,Component B,369,97,78,2026-05-03,In Transit
L-00625,U-047,Fuel,Supply D,182,46,142,2026-05-29,Delivered
L-00626,U-006,Fuel,Component B,419,132,149,2026-03-31,Pending
L-00627,U-034,Parts,Supply D,719,97,87,2026-07-08,Delivered
L-00628,U-025,Food,Component B,959,71,116,2026-06-19,Delivered
L-00629,U-032,Food,Component A,880,57,105,2025-03-11,Delivered
L-00630,U-044,Parts,Kit C,385,141,62,2026-07-06,In Transit
L-00631,U-052,Parts,Component A,267,81,80,2025-06-13,Delivered
L-00632,U-045,Parts,Component A,609,56,116,2025-12-25,In Transit
L-00633,U-057,Fuel,Kit C,898,129,122,2025-09-12,Delivered
L-00634,U-012,Medical,Kit C,145,49,125,2025-07-16,Delivered
L-00635,U-059,Medical,Component B,762,80,96,2025-06-28,Delivered
L-00636,U-030,Fuel,Kit C,576,38,57,2026-07-16,Pending
L-00637,U-036,Fuel,Component A,759,79,153,2026-04-18,Delivered
L-00638,U-016,Food,Component B,833,64,145,2025-04-13,Pending
L-00639,U-003,Medical,Component A,525,65,131,2025-08-12,In Transit
L-00640,U-041,Food,Supply D,267,102,123,2025-03-15,In Transit
L-00641,U-019,Medical,Supply D,964,11,74,2026-04-01,In Transit
L-00642,U-024,Parts,Supply D,376,114,192,2025-02-09,Delivered
L-00643,U-034,Medical,Component A,546,34,108,2025-01-09,Delivered
L-00644,U-026,Fuel,Supply D,243,85,74,2025-06-29,Pending
L-00645,U-060,Food,Component B,651,52,108,2026-02-01,Delivered
L-00646,U-035,Medical,Supply D,836,38,169,2026-03-30,In Transit
L-00647,U-019,Parts,Supply D,997,43,185,2026-05-29,In Transit
L-00648,U-003,Medical,Supply D,513,17,145,2025-12-23,Delivered
L-00649,U-013,Parts,Component B,824,12,130,2025-01-21,Delivered
L-00650,U-012,Fuel,Component A,283,52,76,2025-04-30,Pending
L-00651,U-011,Parts,Kit C,876,78,77,2025-12-30,Pending
L-00652,U-033,Parts,Component A,981,48,92,2025-03-27,In Transit
L-00653,U-005,Fuel,Kit C,155,21,62,2026-02-02,In Transit
L-00654,U-052,Medical,Supply D,431,67,74,2025-10-04,Delivered
L-00655,U-002,Medical,Kit C,611,35,83,2026-07-19,In Transit
L-00656,U-001,Parts,Component A,462,147,173,2025-11-11,In Transit
L-00657,U-032,Food,Kit C,790,14,135,2025-06-27,Delivered
L-00658,U-019,Food,Supply D,671,77,108,2026-08-06,Delivered
L-00659,U-025,Food,Supply D,80,22,195,2025-10-23,Delivered
L-00660,U-045,Food,Component A,478,93,68,2025-12-23,Delivered
L-00661,U-060,Fuel,Supply D,685,99,112,2025-12-11,In Transit
L-00662,U-008,Food,Kit C,699,120,106,2025-01-27,In Transit
L-00663,U-020,Food,Kit C,371,109,198,2026-06-10,Pending
L-00664,U-060,Parts,Component B,114,113,126,2025-08-03,Delivered
L-00665,U-021,Medical,Component A,58,147,79,2025-05-11,In Transit
L-00666,U-017,Fuel,Supply D,977,141,86,2026-03-07,Pending
L-00667,U-051,Medical,Component B,689,145,56,2025-12-14,In Transit
L-00668,U-043,Medical,Component B,473,11,87,2025-03-07,Pending
L-00669,U-030,Food,Kit C,836,79,150,2025-07-31,Pending
L-00670,U-034,Food,Component A,201,105,90,2026-06-23,In Transit
L-00671,U-041,Food,Supply D,452,33,187,2025-04-06,Delivered
L-00672,U-033,Fuel,Component B,627,39,60,2026-07-12,In Transit
L-00673,U-046,Parts,Component B,368,18,157,2025-12-07,Pending
L-00674,U-047,Parts,Component A,68,20,55,2026-06-29,In Transit
L-00675,U-030,Medical,Kit C,619,50,86,2025-07-08,Delivered
L-00676,U-033,Medical,Component B,995,106,63,2026-04-10,In Transit
L-00677,U-019,Food,Component A,905,143,96,2025-12-29,In Transit
L-00678,U-058,Fuel,Component A,287,131,149,2025-02-24,Pending
L-00679,U-039,Food,Component B,498,48,94,2026-05-28,In Transit
L-00680,U-024,Food,Supply D,912,136,118,2026-07-24,In Transit
L-00681,U-048,Medical,Component B,926,10,96,2026-06-21,In Transit
L-00682,U-006,Parts,Supply D,665,145,87,2026-02-23,Delivered
L-00683,U-025,Food,Component B,397,132,161,2026-04-27,Delivered
L-00684,U-034,Fuel,Supply D,232,88,178,2026-02-17,Pending
L-00685,U-060,Parts,Supply D,94,77,180,2025-06-15,In Transit
L-00686,U-052,Food,Supply D,633,144,89,2025-10-31,Delivered
L-00687,U-058,Medical,Component A,670,101,143,2026-04-30,Delivered
L-00688,U-031,Food,Supply D,496,53,168,2025-06-29,Pending
L-00689,U-037,Food,Supply D,190,102,139,2025-12-07,In Transit
L-00690,U-058,Food,Kit C,117,77,200,2026-06-02,Delivered
L-00691,U-005,Fuel,Kit C,325,61,108,2025-06-12,Delivered
L-00692,U-035,Fuel,Kit C,640,70,113,2025-02-17,In Transit
L-00693,U-043,Medical,Kit C,573,107,189,2025-08-02,Delivered
L-00694,U-043,Food,Supply D,565,21,77,2025-04-17,In Transit
L-00695,U-019,Fuel,Supply D,227,103,169,2025-12-03,Pending
L-00696,U-027,Fuel,Supply D,437,131,143,2025-05-09,In Transit
L-00697,U-055,Food,Kit C,885,21,182,2026-01-21,Delivered
L-00698,U-051,Medical,Supply D,302,68,116,2026-01-08,Delivered
L-00699,U-004,Fuel,Kit C,354,88,64,2025-01-10,Pending
L-00700,U-049,Parts,Component A,489,19,177,2026-06-16,In Transit
L-00701,U-016,Parts,Kit C,824,106,184,2026-02-14,Delivered
L-00702,U-021,Medical,Supply D,787,119,99,2025-10-27,Delivered
L-00703,U-058,Food,Component B,693,75,188,2025-09-28,Delivered
L-00704,U-013,Food,Supply D,536,14,57,2025-08-23,Pending
L-00705,U-013,Fuel,Kit C,890,23,66,2025-04-25,Pending
L-00706,U-010,Fuel,Supply D,982,109,61,2026-02-02,Pending
L-00707,U-011,Food,Supply D,778,30,157,2025-10-07,Pending
L-00708,U-026,Medical,Supply D,561,15,126,2025-06-22,Delivered
L-00709,U-023,Fuel,Component A,83,25,59,2025-03-06,Pending
L-00710,U-042,Fuel,Supply D,205,117,97,2025-03-05,Delivered
L-00711,U-008,Food,Supply D,679,12,51,2025-02-11,Pending
L-00712,U-004,Parts,Component B,866,88,88,2026-02-23,Pending
L-00713,U-041,Parts,Kit C,915,115,139,2026-02-15,In Transit
L-00714,U-022,Fuel,Supply D,86,77,125,2025-05-31,Pending
L-00715,U-023,Parts,Component A,917,46,92,2025-03-06,Delivered
L-00716,U-040,Parts,Component A,708,93,170,2026-02-28,In Transit
L-00717,U-044,Medical,Component B,943,73,88,2026-01-10,In Transit
L-00718,U-060,Parts,Supply D,175,140,60,2025-05-08,In Transit
L-00719,U-030,Medical,Kit C,911,132,71,2026-03-08,In Transit
L-00720,U-010,Medical,Kit C,169,83,182,2025-10-03,In Transit
L-00721,U-042,Parts,Supply D,131,119,75,2026-05-21,Pending
L-00722,U-021,Food,Component A,434,53,116,2025-04-30,In Transit
L-00723,U-022,Fuel,Kit C,724,17,135,2026-04-12,Delivered
L-00724,U-001,Fuel,Supply D,338,14,98,2025-08-21,In Transit
L-00725,U-022,Fuel,Component B,649,33,184,2026-03-07,Pending
L-00726,U-005,Parts,Kit C,284,40,134,2026-04-04,Delivered
L-00727,U-006,Fuel,Supply D,480,17,72,2026-01-14,Pending
L-00728,U-020,Parts,Kit C,223,98,85,2026-01-05,Delivered
L-00729,U-029,Parts,Component A,64,86,149,2026-01-02,Pending
L-00730,U-054,Medical,Kit C,649,92,50,2026-07-17,Delivered
L-00731,U-047,Parts,Component B,649,91,79,2025-12-09,In Transit
L-00732,U-055,Parts,Component A,880,119,179,2025-08-29,Pending
L-00733,U-045,Food,Component B,761,132,136,2025-04-27,Pending
L-00734,U-059,Parts,Kit C,562,68,112,2025-11-06,Pending
L-00735,U-006,Food,Component B,84,55,189,2026-03-04,In Transit
L-00736,U-038,Medical,Kit C,274,104,174,2025-01-13,In Transit
L-00737,U-022,Medical,Kit C,934,91,98,2026-07-01,Pending
L-00738,U-056,Parts,Kit C,224,49,57,2026-08-02,Delivered
L-00739,U-029,Medical,Supply D,84,138,128,2025-08-06,Pending
L-00740,U-010,Parts,Component B,488,137,162,2025-12-28,Pending
L-00741,U-034,Fuel,Supply D,513,106,197,2026-07-22,Delivered
L-00742,U-003,Fuel,Component B,907,101,77,2025-11-11,In Transit
L-00743,U-038,Parts,Component B,882,50,178,2026-01-21,Pending
L-00744,U-044,Medical,Supply D,271,77,93,2025-08-18,In Transit
L-00745,U-051,Parts,Kit C,304,106,178,2025-10-22,Pending
L-00746,U-051,Fuel,Component A,651,149,116,2026-01-17,In Transit
L-00747,U-024,Parts,Supply D,590,127,189,2026-06-23,Delivered
L-00748,U-024,Medical,Kit C,99,127,74,2025-05-07,In Transit
L-00749,U-012,Fuel,Supply D,350,128,71,2025-01-20,Pending
L-00750,U-003,Fuel,Component A,74,60,112,2025-12-16,Pending
L-00751,U-009,Medical,Component A,928,131,168,2025-06-26,Pending
L-00752,U-026,Medical,Kit C,277,42,190,2026-05-20,Pending
L-00753,U-033,Food,Component A,967,71,60,2025-06-01,Pending
L-00754,U-033,Medical,Component B,360,104,179,2025-03-14,In Transit
L-00755,U-049,Food,Component B,463,35,170,2025-02-01,Delivered
L-00756,U-036,Parts,Supply D,633,39,82,2025-04-27,In Transit
L-00757,U-044,Parts,Supply D,184,148,50,2026-03-21,Pending
L-00758,U-025,Medical,Kit C,482,147,189,2026-05-20,Pending
L-00759,U-019,Fuel,Supply D,674,72,99,2025-07-22,Delivered
L-00760,U-009,Parts,Kit C,79,114,191,2025-02-01,In Transit
L-00761,U-011,Medical,Component B,946,126,135,2026-06-07,Pending
L-00762,U-024,Parts,Supply D,443,64,117,2025-09-09,In Transit
L-00763,U-009,Medical,Component A,941,23,91,2025-10-21,Delivered
L-00764,U-053,Medical,Component A,647,11,193,2025-08-04,Pending
L-00765,U-055,Medical,Component A,767,82,100,2026-04-08,Delivered
L-00766,U-024,Food,Component B,62,55,137,2025-06-15,In Transit
L-00767,U-005,Fuel,Kit C,533,105,115,2025-03-30,Pending
L-00768,U-060,Parts,Supply D,607,44,58,2025-02-26,Delivered
L-00769,U-005,Food,Component A,933,65,105,2026-08-05,Delivered
L-00770,U-014,Food,Kit C,208,65,124,2025-12-03,Delivered
L-00771,U-060,Parts,Supply D,929,51,157,2025-01-03,In Transit
L-00772,U-053,Food,Component A,597,117,164,2026-02-18,In Transit
L-00773,U-019,Fuel,Supply D,714,42,59,2026-05-21,In Transit
L-00774,U-007,Parts,Component B,286,104,113,2025-04-01,Delivered
L-00775,U-036,Medical,Component A,685,138,72,2026-06-05,Pending
L-00776,U-028,Medical,Kit C,802,10,82,2025-07-24,Delivered
L-00777,U-057,Food,Component B,153,52,140,2026-04-06,In Transit
L-00778,U-033,Food,Supply D,660,81,176,2025-11-09,In Transit
L-00779,U-046,Fuel,Kit C,383,97,165,2025-11-17,Pending
L-00780,U-005,Parts,Kit C,632,78,82,2025-12-11,In Transit
L-00781,U-033,Fuel,Kit C,194,91,66,2025-03-23,In Transit
L-00782,U-020,Food,Kit C,862,77,52,2025-10-31,In Transit
L-00783,U-059,Parts,Kit C,926,104,93,2025-12-16,In Transit
L-00784,U-042,Fuel,Component B,206,48,89,2026-03-08,Delivered
L-00785,U-011,Medical,Component A,633,132,132,2026-04-13,Pending
L-00786,U-028,Parts,Component B,758,125,138,2025-06-16,Delivered
L-00787,U-007,Food,Supply D,582,150,73,2025-03-29,Delivered
L-00788,U-044,Food,Component B,953,124,59,2025-06-17,Pending
L-00789,U-058,Medical,Component B,482,118,143,2026-07-24,Delivered
L-00790,U-036,Medical,Supply D,901,150,77,2026-03-30,Delivered
L-00791,U-006,Food,Component B,321,143,110,2026-07-24,Pending
L-00792,U-051,Fuel,Kit C,415,98,76,2025-01-30,Pending
L-00793,U-057,Medical,Supply D,648,72,158,2026-03-25,Delivered
