equipment_id,unit_id,equipment_type,category,manufacturer,acquisition_year,operational_status,condition,utilization_rate,last_maintenance_date,next_maintenance_date,downtime_days
E-00261,U-036,Communications,Surveillance,Apex,2015,Operational,Poor,54.3,2026-06-28,2026-10-04,14
E-00262,U-022,Aircraft,Command,Nova,2016,Operational,Poor,61.3,2026-05-28,2026-11-14,26
E-00263,U-035,Sensor,Power,Apex,2020,Operational,Good,85.3,2026-02-19,2026-03-22,11
E-00264,U-006,Generator,Command,Nova,2026,Operational,Fair,26.6,2026-01-15,2026-03-23,15
E-00265,U-056,Sensor,Mobility,Orion,2024,Operational,Poor,96.1,2025-05-02,2025-09-07,0
E-00266,U-053,Communications,Mobility,Nova,2026,Operational,Poor,89.8,2026-05-24,2026-09-19,3
E-00267,U-004,Vehicle,Command,Apex,2024,Operational,Fair,64.1,2025-06-17,2025-12-05,3
E-00268,U-006,Vehicle,Mobility,Apex,2019,Operational,Fair,85.1,2025-10-10,2025-12-30,6
E-00269,U-049,Aircraft,Surveillance,Nova,2023,Maintenance,Fair,23.6,2025-04-12,2025-05-28,24
E-00270,U-057,Aircraft,Mobility,Nova,2023,Operational,Fair,27.9,2025-12-30,2026-04-01,29
E-00271,U-053,Generator,Mobility,Nova,2016,Limited,Good,36.5,2025-12-03,2026-04-14,21
E-00272,U-015,Communications,Mobility,Apex,2022,Operational,Good,64.6,2026-06-27,2026-11-07,33
E-00273,U-048,Communications,Surveillance,Nova,2015,Operational,Poor,38.1,2026-04-28,2026-06-15,26
E-00274,U-007,Aircraft,Mobility,Nova,2022,Operational,Good,30.4,2025-01-29,2025-04-10,24
E-00275,U-017,Vehicle,Command,Orion,2020,Maintenance,Good,23.2,2026-05-18,2026-09-22,35
E-00276,U-056,Communications,Power,Nova,2015,Operational,Poor,77.8,2025-01-08,2025-06-17,23
E-00277,U-051,Aircraft,Mobility,Apex,2017,Operational,Poor,40.6,2026-04-22,2026-07-26,12
E-00278,U-052,Sensor,Command,Apex,2016,Operational,Fair,66.8,2025-08-07,2025-12-03,24
E-00279,U-036,Generator,Surveillance,Nova,2022,Operational,Good,51.1,2026-04-12,2026-08-23,22
E-00280,U-005,Communications,Power,Nova,2026,Operational,Good,27.2,2025-05-02,2025-06-05,7
E-00281,U-054,Communications,Surveillance,Apex,2015,Operational,Fair,94.2,2025-11-02,2026-01-16,12
E-00282,U-024,Generator,Command,Orion,2018,Operational,Poor,79.8,2026-06-20,2026-08-07,34
E-00283,U-056,Communications,Power,Nova,2019,Operational,Poor,25.3,2026-08-15,2026-09-10,0
E-00284,U-020,Aircraft,Mobility,Apex,2020,Operational,Good,23.7,2026-03-12,2026-04-26,23
E-00285,U-059,Sensor,Power,Nova,2023,Operational,Fair,75.9,2026-01-22,2026-05-25,15
E-00286,U-015,Generator,Mobility,Apex,2015,Operational,Fair,21.4,2025-08-27,2025-10-16,17
E-00287,U-059,Generator,Command,Orion,2023,Maintenance,Poor,83.0,2026-03-07,2026-04-27,20
E-00288,U-031,Generator,Power,Nova,2016,Operational,Good,63.7,2026-07-20,2026-08-28,28
E-00289,U-059,Vehicle,Command,Apex,2024,Maintenance,Fair,81.2,2025-12-04,2026-04-30,32
E-00290,U-007,Generator,Command,Orion,2025,Operational,Good,81.0,2026-01-06,2026-06-28,29
E-00291,U-011,Vehicle,Command,Orion,2019,Operational,Fair,80.7,2026-01-28,2026-05-22,17
E-00292,U-028,Communications,Mobility,Orion,2016,Maintenance,Fair,28.1,2026-04-25,2026-09-09,13
E-00293,U-004,Vehicle,Power,Orion,2019,Limited,Poor,58.5,2026-04-20,2026-07-07,30
E-00294,U-043,Vehicle,Surveillance,Orion,2019,Operational,Good,62.4,2025-08-10,2025-10-16,28
E-00295,U-019,Aircraft,Power,Nova,2022,Operational,Poor,34.5,2025-11-05,2025-12-07,10
E-00296,U-037,Generator,Surveillance,Nova,2023,Operational,Fair,98.5,2025-12-07,2026-04-21,11
E-00297,U-036,Vehicle,Surveillance,Orion,2021,Limited,Fair,30.9,2025-11-04,2026-03-18,24
E-00298,U-044,Sensor,Mobility,Nova,2018,Operational,Fair,36.7,2025-05-28,2025-11-04,25
E-00299,U-031,Generator,Command,Apex,2023,Operational,Fair,77.8,2025-05-22,2025-10-10,3
E-00300,U-027,Aircraft,Surveillance,Nova,2025,Operational,Good,34.1,2025-09-27,2026-01-10,23
E-00301,U-050,Vehicle,Power,Apex,2025,Operational,Poor,95.5,2025-09-23,2026-03-16,9
E-00302,U-031,Sensor,Mobility,Orion,2024,Operational,Fair,54.3,2026-08-15,2026-11-08,0
E-00303,U-021,Sensor,Surveillance,Apex,2026,Operational,Fair,60.0,2025-11-26,2026-04-13,31
E-00304,U-046,Generator,Command,Orion,2016,Operational,Poor,76.4,2025-12-19,2026-01-15,15
E-00305,U-054,Communications,Command,Orion,2018,Limited,Fair,80.0,2025-09-23,2025-11-15,29
E-00306,U-047,Vehicle,Command,Apex,2025,Operational,Good,58.6,2025-07-04,2025-08-20,4
E-00307,U-054,Sensor,Surveillance,Nova,2016,Maintenance,Fair,28.5,2026-01-15,2026-03-18,3
E-00308,U-050,Aircraft,Power,Apex,2019,Operational,Fair,87.0,2025-06-11,2025-10-12,35
E-00309,U-015,Communications,Mobility,Orion,2024,Operational,Good,36.6,2026-01-19,2026-03-25,11
E-00310,U-002,Aircraft,Mobility,Apex,2019,Operational,Good,74.3,2026-02-28,2026-05-27,31
E-00311,U-054,Sensor,Mobility,Apex,2022,Operational,Fair,90.7,2025-03-04,2025-03-28,13
E-00312,U-052,Communications,Surveillance,Apex,2020,Operational,Poor,20.9,2026-02-14,2026-03-14,18
E-00313,U-038,Communications,Surveillance,Orion,2017,Operational,Fair,93.3,2025-08-02,2025-11-26,14
E-00314,U-055,Communications,Power,Orion,2021,Operational,Good,93.3,2026-03-28,2026-04-18,34
E-00315,U-015,Generator,Power,Apex,2017,Operational,Fair,69.3,2026-02-12,2026-08-07,35
E-00316,U-021,Aircraft,Command,Apex,2022,Operational,Poor,32.6,2025-08-13,2026-01-06,11
E-00317,U-035,Aircraft,Mobility,Orion,2018,Operational,Fair,72.2,2025-06-13,2025-09-17,27
E-00318,U-004,Sensor,Surveillance,Orion,2025,Operational,Fair,85.9,2026-03-17,2026-07-31,10
E-00319,U-036,Communications,Surveillance,Orion,2024,Operational,Poor,70.1,2025-12-31,2026-04-25,1
E-00320,U-029,Aircraft,Surveillance,Orion,2015,Operational,Fair,79.9,2026-06-02,2026-09-23,26
E-00321,U-055,Vehicle,Mobility,Nova,2026,Operational,Good,65.2,2025-06-23,2025-08-25,2
E-00322,U-011,Generator,Power,Apex,2024,Operational,Good,42.4,2025-03-21,2025-08-26,2
E-00323,U-038,Communications,Power,Apex,2018,Operational,Good,33.9,2025-06-27,2025-08-28,15
E-00324,U-023,Communications,Power,Nova,2020,Operational,Fair,88.3,2025-02-11,2025-03-18,7
E-00325,U-040,Generator,Power,Nova,2025,Operational,Good,38.1,2025-12-12,2026-04-14,32
E-00326,U-053,Generator,Command,Nova,2018,Limited,Good,35.4,2026-07-28,2026-09-27,18
E-00327,U-055,Communications,Surveillance,Apex,2015,Operational,Poor,22.1,2026-02-08,2026-07-22,34
E-00328,U-042,Communications,Power,Orion,2016,Operational,Good,90.4,2025-05-06,2025-06-09,28
E-00329,U-050,Generator,Command,Apex,2016,Operational,Good,39.4,2026-02-07,2026-07-04,25
E-00330,U-013,Sensor,Power,Nova,2020,Operational,Fair,32.8,2026-05-08,2026-05-31,24
E-00331,U-012,Aircraft,Command,Orion,2020,Operational,Poor,98.9,2025-04-06,2025-05-21,8
E-00332,U-012,Vehicle,Command,Apex,2022,Operational,Fair,38.6,2026-04-03,2026-08-03,8
E-00333,U-028,Generator,Command,Nova,2023,Operational,Poor,93.4,2026-04-30,2026-07-23,24
E-00334,U-007,Aircraft,Surveillance,Apex,2022,Operational,Good,22.1,2025-01-27,2025-07-12,10
E-00335,U-043,Generator,Command,Orion,2015,Limited,Good,33.3,2025-10-03,2025-11-19,4
E-00336,U-023,Generator,Mobility,Orion,2016,Operational,Fair,36.8,2025-12-06,2026-01-30,6
E-00337,U-038,Communications,Mobility,Nova,2022,Operational,Fair,93.4,2025-11-03,2026-03-21,8
E-00338,U-017,Generator,Power,Apex,2017,Maintenance,Good,60.1,2025-05-10,2025-07-29,16
E-00339,U-041,Vehicle,Command,Nova,2015,Operational,Fair,81.7,2026-07-07,2026-11-27,31
E-00340,U-003,Sensor,Command,Apex,2018,Operational,Good,67.1,2026-05-20,2026-10-29,27
E-00341,U-023,Aircraft,Mobility,Apex,2020,Operational,Fair,77.3,2026-01-02,2026-04-06,27
E-00342,U-018,Generator,Power,Nova,2023,Operational,Poor,35.4,2026-06-17,2026-11-22,10
E-00343,U-050,Sensor,Command,Orion,2017,Operational,Good,79.2,2026-03-24,2026-06-20,25
E-00344,U-031,Communications,Power,Orion,2018,Operational,Poor,90.0,2026-08-22,2026-12-15,5
E-00345,U-051,Aircraft,Command,Apex,2017,Operational,Fair,20.7,2025-06-22,2025-08-08,34
E-00346,U-012,Communications,Power,Orion,2017,Operational,Poor,52.9,2026-02-20,2026-08-09,16
E-00347,U-057,Vehicle,Command,Apex,2018,Operational,Fair,27.0,2025-01-14,2025-06-28,11
E-00348,U-039,Aircraft,Surveillance,Orion,2017,Operational,Poor,55.5,2025-01-14,2025-03-09,26
E-00349,U-026,Generator,Mobility,Nova,2020,Operational,Fair,35.5,2025-09-26,2025-11-02,30
E-00350,U-054,Vehicle,Command,Nova,2016,Operational,Good,79.0,2025-02-10,2025-03-23,14
E-00351,U-016,Aircraft,Command,Apex,2017,Operational,Fair,86.9,2025-07-25,2025-09-06,5
E-00352,U-038,Vehicle,Mobility,Orion,2015,Operational,Poor,31.5,2026-01-27,2026-06-20,2
E-00353,U-021,Sensor,Mobility,Nova,2026,Operational,Fair,86.5,2025-10-15,2025-11-18,30
E-00354,U-028,Generator,Command,Nova,2023,Operational,Poor,95.2,2026-02-05,2026-02-27,0
E-00355,U-037,Sensor,Command,Apex,2019,Operational,Fair,27.2,2025-08-22,2025-12-28,9
E-00356,U-055,Communications,Command,Orion,2016,Operational,Good,71.4,2025-04-24,2025-10-19,16
E-00357,U-019,Generator,Command,Apex,2026,Operational,Good,51.1,2026-03-22,2026-06-20,18
E-00358,U-008,Communications,Surveillance,Orion,2025,Operational,Fair,61.9,2026-04-16,2026-09-05,26
E-00359,U-058,Communications,Power,Nova,2019,Operational,Good,69.9,2026-03-09,2026-04-09,17
E-00360,U-057,Sensor,Power,Orion,2016,Operational,Poor,64.0,2025-03-13,2025-04-07,5
E-00361,U-054,Communications,Command,Orion,2026,Maintenance,Good,23.3,2026-08-02,2026-10-04,18
E-00362,U-036,Generator,Power,Orion,2016,Operational,Fair,33.5,2026-04-01,2026-06-28,22
E-00363,U-028,Aircraft,Surveillance,Nova,2019,Operational,Fair,65.6,2025-07-21,2025-08-12,10
E-00364,U-023,Generator,Command,Orion,2017,Operational,Fair,64.8,2026-07-03,2026-08-02,17
E-00365,U-045,Communications,Surveillance,Nova,2026,Maintenance,Fair,25.1,2025-06-27,2025-07-20,0
E-00366,U-039,Aircraft,Power,Nova,2020,Operational,Fair,79.4,2025-08-21,2025-11-17,11
E-00367,U-006,Communications,Power,Nova,2024,Operational,Good,86.8,2025-10-13,2025-11-10,14
E-00368,U-031,Generator,Surveillance,Apex,2019,Limited,Fair,87.7,2025-03-21,2025-07-24,6
E-00369,U-019,Aircraft,Power,Orion,2018,Operational,Fair,24.1,2026-04-12,2026-08-06,5
E-00370,U-035,Sensor,Power,Orion,2022,Maintenance,Good,74.4,2025-12-26,2026-04-24,14
E-00371,U-026,Generator,Power,Nova,2016,Limited,Poor,49.8,2025-03-10,2025-08-09,2
E-00372,U-004,Sensor,Command,Nova,2016,Operational,Good,82.2,2026-04-09,2026-07-16,21
E-00373,U-003,Sensor,Mobility,Orion,2018,Maintenance,Fair,53.0,2026-07-30,2026-12-06,2
E-00374,U-022,Communications,Surveillance,Orion,2021,Operational,Poor,60.7,2025-08-22,2025-11-04,1
E-00375,U-026,Communications,Mobility,Orion,2022,Maintenance,Poor,83.3,2026-03-27,2026-05-16,35
E-00376,U-060,Communications,Surveillance,Orion,2022,Operational,Poor,71.4,2025-07-07,2025-08-16,1
E-00377,U-050,Aircraft,Surveillance,Orion,2018,Limited,Poor,80.8,2026-04-08,2026-09-28,2
E-00378,U-025,Aircraft,Surveillance,Apex,2019,Maintenance,Poor,85.1,2025-07-30,2025-12-28,32
E-00379,U-049,Vehicle,Power,Nova,2020,Maintenance,Good,87.5,2026-02-14,2026-05-22,8
E-00380,U-009,Vehicle,Power,Nova,2023,Operational,Fair,81.2,2026-04-12,2026-05-21,34
E-00381,U-056,Vehicle,Surveillance,Orion,2018,Operational,Good,87.1,2026-03-30,2026-05-06,25
E-00382,U-049,Vehicle,Surveillance,Apex,2024,Operational,Poor,34.2,2026-08-15,2027-01-12,5
E-00383,U-044,Sensor,Mobility,Nova,2017,Limited,Fair,76.2,2025-06-13,2025-08-24,14
E-00384,U-030,Vehicle,Surveillance,Orion,2024,Operational,Fair,33.7,2026-04-14,2026-10-01,18
E-00385,U-011,Aircraft,Command,Apex,2025,Operational,Good,96.6,2025-07-31,2025-11-05,1
E-00386,U-008,Aircraft,Surveillance,Orion,2015,Operational,Fair,67.9,2026-01-03,2026-02-08,21
E-00387,U-053,Communications,Mobility,Orion,2019,Limited,Poor,62.4,2026-03-26,2026-06-23,14
E-00388,U-036,Communications,Mobility,Nova,2017,Limited,Poor,74.3,2025-10-12,2025-11-20,29
E-00389,U-047,Sensor,Surveillance,Nova,2015,Limited,Fair,70.7,2025-04-25,2025-07-23,14
E-00390,U-044,Aircraft,Mobility,Apex,2021,Operational,Poor,88.1,2025-12-18,2026-06-04,9
E-00391,U-058,Generator,Mobility,Apex,2022,Limited,Good,29.2,2025-04-06,2025-05-09,9
E-00392,U-027,Sensor,Mobility,Apex,2015,Operational,Poor,70.3,2025-02-13,2025-03-13,33
E-00393,U-041,Communications,Surveillance,Apex,2023,Operational,Good,68.1,2026-04-11,2026-08-15,35
E-00394,U-012,Aircraft,Power,Apex,2025,Operational,Good,56.6,2025-11-03,2026-04-04,32
E-00395,U-043,Communications,Surveillance,Nova,2019,Operational,Good,26.0,2026-08-02,2027-01-07,0
E-00396,U-028,Vehicle,Command,Orion,2021,Operational,Fair,30.6,2026-01-30,2026-07-11,2
E-00397,U-034,Communications,Mobility,Orion,2015,Operational,Poor,80.6,2025-01-18,2025-03-23,26
E-00398,U-013,Generator,Command,Orion,2024,Operational,Fair,70.4,2025-10-15,2025-12-21,16
E-00399,U-022,Vehicle,Mobility,Apex,2015,Limited,Poor,79.7,2026-05-12,2026-07-07,19
E-00400,U-011,Sensor,Mobility,Nova,2016,Operational,Good,96.5,2025-08-09,2025-12-24,23
E-00401,U-016,Aircraft,Power,Nova,2022,Operational,Fair,85.8,2025-07-07,2025-08-11,15
E-00402,U-040,Vehicle,Command,Orion,2018,Operational,Fair,45.5,2026-04-05,2026-07-12,2
E-00403,U-023,Sensor,Power,Nova,2016,Operational,Poor,62.6,2025-08-16,2025-12-26,23
E-00404,U-050,Communications,Surveillance,Nova,2019,Operational,Poor,63.7,2025-01-17,2025-03-08,22
E-00405,U-056,Communications,Power,Orion,2026,Maintenance,Fair,52.9,2026-05-26,2026-08-04,8
E-00406,U-015,Sensor,Surveillance,Orion,2024,Operational,Poor,97.6,2025-02-09,2025-06-13,18
E-00407,U-038,Generator,Power,Nova,2022,Operational,Poor,92.4,2025-05-13,2025-07-06,3
E-00408,U-017,Sensor,Command,Apex,2021,Operational,Poor,69.6,2026-06-22,2026-07-14,24
E-00409,U-027,Sensor,Surveillance,Apex,2018,Operational,Fair,50.2,2025-03-16,2025-09-03,9
E-00410,U-038,Communications,Power,Nova,2026,Limited,Fair,89.2,2025-09-11,2026-01-11,35
E-00411,U-033,Sensor,Command,Orion,2021,Maintenance,Good,44.1,2026-05-23,2026-08-14,16
E-00412,U-034,Aircraft,Power,Nova,2018,Operational,Good,46.2,2025-02-20,2025-08-13,33
E-00413,U-048,Communications,Command,Orion,2015,Operational,Good,20.4,2025-03-28,2025-05-04,18
E-00414,U-020,Sensor,Command,Nova,2026,Operational,Poor,95.5,2026-04-23,2026-07-30,14
E-00415,U-055,Aircraft,Mobility,Apex,2019,Operational,Good,21.3,2025-10-19,2026-03-20,31
E-00416,U-021,Sensor,Command,Apex,2024,Operational,Poor,63.2,2026-07-11,2026-10-22,24
E-00417,U-020,Generator,Mobility,Orion,2024,Operational,Poor,71.9,2025-05-19,2025-06-22,33
E-00418,U-012,Communications,Mobility,Nova,2022,Operational,Fair,54.2,2025-12-11,2026-01-26,16
E-00419,U-036,Aircraft,Mobility,Nova,2020,Operational,Fair,62.7,2025-05-09,2025-05-30,5
E-00420,U-031,Vehicle,Surveillance,Nova,2021,Operational,Fair,28.0,2025-09-09,2026-02-10,27
E-00421,U-037,Communications,Power,Apex,2019,Operational,Good,83.6,2026-05-07,2026-08-13,31
E-00422,U-017,Generator,Command,Apex,2025,Operational,Good,58.6,2025-06-17,2025-12-12,20
E-00423,U-055,Vehicle,Mobility,Orion,2022,Operational,Fair,35.7,2025-04-10,2025-06-12,4
E-00424,U-032,Communications,Surveillance,Apex,2024,Operational,Poor,34.3,2025-03-05,2025-04-05,9
E-00425,U-045,Aircraft,Mobility,Nova,2018,Operational,Poor,58.7,2026-08-21,2026-11-02,29
E-00426,U-003,Communications,Power,Orion,2019,Operational,Fair,42.9,2025-11-02,2026-04-26,0
E-00427,U-050,Sensor,Mobility,Orion,2026,Operational,Poor,53.3,2026-05-21,2026-07-12,14
E-00428,U-021,Sensor,Surveillance,Orion,2016,Operational,Poor,25.7,2025-01-06,2025-05-26,2
E-00429,U-059,Vehicle,Surveillance,Nova,2018,Limited,Poor,33.3,2026-01-01,2026-06-07,22
E-00430,U-006,Sensor,Command,Orion,2015,Operational,Poor,85.1,2025-12-27,2026-06-07,22
E-00431,U-033,Generator,Mobility,Nova,2026,Operational,Good,45.7,2025-12-19,2026-05-03,16
E-00432,U-018,Communications,Mobility,Orion,2015,Operational,Poor,59.4,2026-01-10,2026-05-31,0
E-00433,U-004,Aircraft,Command,Apex,2026,Operational,Fair,45.5,2025-01-12,2025-04-21,7
E-00434,U-035,Communications,Command,Apex,2016,Operational,Poor,21.9,2025-01-19,2025-04-02,24
E-00435,U-026,Communications,Power,Nova,2023,Operational,Fair,74.8,2025-02-10,2025-05-12,1
E-00436,U-043,Aircraft,Mobility,Apex,2021,Maintenance,Fair,32.6,2026-07-01,2026-10-15,5
E-00437,U-058,Sensor,Command,Apex,2026,Operational,Good,47.4,2025-10-17,2026-02-20,8
E-00438,U-013,Aircraft,Surveillance,Orion,2019,Operational,Good,60.3,2025-07-14,2025-12-10,3
E-00439,U-049,Vehicle,Surveillance,Apex,2024,Operational,Good,23.3,2026-05-15,2026-07-04,5
E-00440,U-035,Vehicle,Mobility,Apex,2025,Operational,Good,84.9,2025-08-16,2025-12-10,6
E-00441,U-007,Generator,Power,Nova,2015,Operational,Fair,33.0,2026-07-05,2026-11-04,15
E-00442,U-012,Aircraft,Surveillance,Apex,2019,Operational,Fair,83.9,2025-04-25,2025-06-24,9
E-00443,U-002,Aircraft,Surveillance,Nova,2015,Operational,Fair,58.2,2025-08-20,2025-11-17,23
E-00444,U-046,Sensor,Mobility,Nova,2025,Operational,Poor,81.8,2025-10-31,2026-01-09,5
E-00445,U-029,Sensor,Mobility,Nova,2024,Operational,Fair,78.3,2025-10-24,2026-04-09,17
E-00446,U-027,Sensor,Command,Orion,2017,Maintenance,Good,46.1,2026-02-01,2026-07-18,24
E-00447,U-060,Communications,Mobility,Apex,2026,Operational,Fair,25.9,2026-01-08,2026-06-13,19
E-00448,U-002,Sensor,Surveillance,Apex,2018,Operational,Fair,61.4,2026-01-18,2026-02-19,21
E-00449,U-060,Communications,Mobility,Orion,2021,Operational,Good,54.7,2026-02-07,2026-03-01,23
E-00450,U-003,Vehicle,Surveillance,Orion,2015,Operational,Poor,63.6,2026-06-28,2026-08-17,0
E-00451,U-056,Vehicle,Mobility,Apex,2015,Operational,Poor,39.0,2026-08-24,2026-09-20,9
E-00452,U-024,Aircraft,Power,Orion,2017,Operational,Poor,36.0,2025-01-24,2025-06-10,23
E-00453,U-037,Communications,Mobility,Nova,2025,Maintenance,Good,97.5,2026-01-11,2026-02-10,3
E-00454,U-040,Vehicle,Command,Orion,2020,Limited,Fair,94.8,2026-03-17,2026-06-27,16
E-00455,U-052,Vehicle,Power,Orion,2026,Operational,Poor,97.0,2025-05-21,2025-08-21,18
E-00456,U-060,Aircraft,Mobility,Apex,2023,Operational,Good,70.4,2025-08-19,2025-10-08,35
E-00457,U-039,Generator,Command,Orion,2019,Operational,Fair,51.9,2025-12-23,2026-04-25,10
E-00458,U-056,Communications,Mobility,Orion,2024,Operational,Fair,24.2,2026-01-15,2026-05-19,24
E-00459,U-001,Vehicle,Surveillance,Apex,2019,Operational,Poor,53.8,2026-02-23,2026-07-07,0
E-00460,U-019,Sensor,Surveillance,Apex,2017,Maintenance,Good,48.3,2025-06-07,2025-07-13,23
E-00461,U-033,Vehicle,Power,Apex,2025,Operational,Good,25.4,2025-01-28,2025-04-16,5
E-00462,U-028,Generator,Surveillance,Apex,2020,Maintenance,Poor,55.2,2025-04-07,2025-05-12,23
E-00463,U-009,Generator,Mobility,Apex,2018,Operational,Poor,46.1,2025-09-19,2026-01-30,16
E-00464,U-004,Generator,Command,Apex,2025,Operational,Fair,75.6,2025-09-28,2026-02-14,3
E-00465,U-021,Aircraft,Mobility,Nova,2023,Maintenance,Poor,66.0,2025-05-07,2025-09-05,27
E-00466,U-048,Aircraft,Command,Orion,2020,Operational,Fair,90.8,2026-02-19,2026-07-30,15
E-00467,U-013,Generator,Surveillance,Orion,2023,Operational,Good,49.9,2026-05-22,2026-10-08,3
E-00468,U-050,Sensor,Surveillance,Nova,2016,Operational,Poor,41.2,2025-09-06,2025-09-27,6
E-00469,U-037,Vehicle,Power,Orion,2022,Operational,Good,37.4,2025-06-17,2025-08-12,30
E-00470,U-014,Aircraft,Surveillance,Orion,2019,Operational,Good,34.9,2025-08-04,2026-01-14,8
E-00471,U-021,Sensor,Surveillance,Orion,2024,Operational,Poor,72.2,2025-06-17,2025-09-11,10
E-00472,U-029,Aircraft,Command,Apex,2026,Maintenance,Poor,89.4,2025-08-31,2025-10-26,2
E-00473,U-009,Vehicle,Mobility,Orion,2026,Operational,Good,25.2,2025-07-06,2025-12-30,12
E-00474,U-015,Generator,Power,Apex,2018,Operational,Fair,59.6,2026-06-13,2026-07-21,33
E-00475,U-010,Generator,Power,Apex,2020,Operational,Fair,75.2,2026-05-10,2026-07-01,24
E-00476,U-004,Sensor,Mobility,Apex,2023,Maintenance,Good,29.9,2025-11-28,2025-12-18,25
E-00477,U-051,Communications,Command,Apex,2021,Operational,Poor,78.0,2025-09-09,2025-11-06,8
E-00478,U-032,Sensor,Command,Apex,2016,Maintenance,Fair,90.9,2026-04-24,2026-09-20,2
E-00479,U-026,Sensor,Mobility,Orion,2015,Operational,Good,64.7,2025-11-02,2025-12-05,15
E-00480,U-025,Aircraft,Power,Apex,2024,Operational,Poor,83.7,2025-12-10,2026-02-02,18
E-00481,U-006,Generator,Mobility,Apex,2022,Operational,Fair,21.5,2026-04-30,2026-09-08,30
E-00482,U-051,Communications,Surveillance,Orion,2021,Operational,Good,49.7,2026-06-03,2026-06-23,27
E-00483,U-054,Vehicle,Command,Nova,2021,Operational,Good,84.4,2025-01-15,2025-05-06,25
E-00484,U-057,Vehicle,Power,Nova,2022,Operational,Fair,45.2,2026-02-26,2026-07-20,13
E-00485,U-007,Aircraft,Surveillance,Nova,2024,Limited,Poor,76.6,2025-08-11,2026-01-31,4
E-00486,U-017,Vehicle,Power,Orion,2015,Limited,Fair,67.8,2026-03-14,2026-05-26,9
E-00487,U-053,Generator,Command,Apex,2017,Operational,Poor,37.8,2026-03-23,2026-09-10,16
E-00488,U-058,Communications,Mobility,Apex,2026,Operational,Poor,66.9,2025-04-14,2025-09-17,4
E-00489,U-043,Aircraft,Power,Nova,2020,Operational,Good,40.1,2025-12-04,2025-12-25,4
E-00490,U-012,Communications,Command,Apex,2024,Maintenance,Poor,76.3,2026-03-24,2026-06-29,31
E-00491,U-020,Generator,Surveillance,Nova,2022,Operational,Poor,60.3,2025-06-15,2025-11-07,4
E-00492,U-055,Aircraft,Command,Apex,2018,Limited,Fair,62.1,2026-05-29,2026-11-04,30
E-00493,U-004,Generator,Mobility,Orion,2023,Operational,Good,50.8,2026-07-14,2026-08-22,12
E-00494,U-045,Generator,Surveillance,Orion,2022,Operational,Poor,98.4,2026-08-13,2027-02-02,34
E-00495,U-056,Vehicle,Power,Nova,2021,Operational,Poor,55.5,2026-02-05,2026-05-04,24
E-00496,U-013,Vehicle,Surveillance,Apex,2018,Limited,Fair,84.3,2025-09-05,2025-10-07,34
E-00497,U-004,Vehicle,Surveillance,Orion,2017,Operational,Good,27.9,2026-03-04,2026-06-14,22
E-00498,U-058,Aircraft,Surveillance,Orion,2020,Operational,Fair,73.2,2026-04-06,2026-09-06,25
E-00499,U-021,Sensor,Power,Apex,2017,Operational,Fair,57.6,2026-01-03,2026-04-03,0
E-00500,U-001,Aircraft,Surveillance,Orion,2023,Operational,Fair,84.7,2026-01-31,2026-03-25,18
E-00501,U-044,Vehicle,Surveillance,Orion,2020,Operational,Fair,46.0,2026-01-01,2026-03-01,11
E-00502,U-058,Generator,Mobility,Nova,2024,Operational,Poor,57.8,2025-11-06,2026-02-09,0
E-00503,U-010,Aircraft,Surveillance,Nova,2021,Operational,Good,61.0,2025-07-26,2025-10-13,20
E-00504,U-053,Vehicle,Surveillance,Apex,2018,Maintenance,Fair,35.5,2025-02-12,2025-08-10,19
E-00505,U-052,Communications,Surveillance,Apex,2017,Operational,Good,83.8,2025-06-07,2025-09-20,3
E-00506,U-035,Vehicle,Power,Nova,2016,Limited,Good,41.5,2025-08-17,2026-02-01,0
E-00507,U-038,Aircraft,Surveillance,Nova,2022,Operational,Poor,90.2,2025-03-09,2025-05-02,17
E-00508,U-022,Generator,Mobility,Apex,2020,Operational,Fair,68.8,2026-07-23,2026-12-24,0
E-00509,U-020,Sensor,Command,Orion,2021,Operational,Poor,59.4,2025-02-13,2025-07-13,0
E-00510,U-037,Communications,Power,Nova,2015,Operational,Fair,66.8,2026-05-26,2026-11-22,35
E-00511,U-003,Vehicle,Command,Nova,2024,Operational,Fair,41.6,2026-03-19,2026-04-19,14
E-00512,U-006,Aircraft,Command,Orion,2023,Operational,Fair,68.8,2026-06-28,2026-07-22,29
E-00513,U-013,Vehicle,Command,Apex,2024,Operational,Poor,55.2,2025-06-07,2025-10-22,30
E-00514,U-019,Sensor,Power,Nova,2020,Limited,Good,72.5,2026-03-24,2026-04-30,32
E-00515,U-058,Aircraft,Command,Apex,2015,Operational,Poor,61.8,2025-10-01,2025-11-23,20
E-00516,U-051,Aircraft,Power,Apex,2024,Limited,Fair,32.7,2026-02-10,2026-04-27,10
E-00517,U-058,Generator,Surveillance,Nova,2024,Operational,Fair,33.3,2025-02-01,2025-06-08,30
E-00518,U-019,Vehicle,Surveillance,Apex,2026,Limited,Good,50.7,2025-08-03,2025-10-08,13
E-00519,U-043,Vehicle,Mobility,Orion,2023,Operational,Poor,32.0,2026-01-16,2026-03-14,24
E-00520,U-053,Aircraft,Power,Orion,2024,Operational,Poor,67.5,2025-12-15,2026-01-09,26
E-00521,U-060,Communications,Surveillance,Nova,2017,Operational,Good,72.3,2025-08-30,2025-10-19,28
